user_id,usage_1_person,usage_2_people,usage_3-4_people,usage_5_or_more_people,avg_lunch_price,avg_dinner_price
U0776,45,30,17,1,2758,6110
U0777,37,5,19,5,1235,6925
U0778,21,21,19,10,1336,4743
U0779,41,6,20,1,1654,7037
U0780,7,11,11,7,2989,6963
U0781,1,22,8,2,2943,2922
U0782,27,8,17,1,1548,7137
U0783,50,13,3,6,913,6242
U0784,5,11,12,9,2368,4799
U0785,49,17,5,4,2443,6804
U0786,35,10,6,7,2038,5242
U0787,47,22,13,7,1040,2466
U0788,6,30,8,5,867,6963
U0789,13,24,12,0,1708,2124
U0790,29,11,19,0,2698,2344
U0791,32,8,6,7,962,5478
U0792,21,24,20,9,1841,3345
U0793,43,13,5,3,2646,7915
U0794,2,28,3,5,2432,4914
U0795,11,24,4,4,1503,5213
U0796,47,10,15,0,1862,2710
U0797,2,27,8,2,2299,5959
U0798,30,3,5,10,2671,3589
U0799,29,20,15,8,1164,5281
U0800,5,19,8,0,1697,3283
U0801,6,0,2,0,1217,2004
U0802,35,23,11,9,1188,3085
U0803,36,25,15,3,1586,5572
U0804,39,24,20,4,1778,2704
U0805,27,4,11,10,1233,7367
U0806,41,28,3,0,896,3520
U0807,46,5,15,8,1335,7217
U0808,23,7,3,4,1959,3774
U0809,31,28,19,7,1753,3680
U0810,47,10,2,6,2195,3757
U0811,44,2,17,10,1377,4307
U0812,40,1,5,1,2402,2885
U0813,29,27,5,9,1888,2285
U0814,19,29,1,7,873,7635
U0815,30,10,6,8,2814,3844
U0816,32,16,19,6,1042,6671
U0817,23,21,6,1,2140,6064
U0818,26,5,17,10,2246,6858
U0819,33,19,16,10,2367,5016
U0820,14,20,3,2,1930,3502
U0821,42,17,13,6,2241,7703
U0822,16,7,16,6,2378,7290
U0823,50,0,16,7,860,5669
U0824,50,23,9,5,1841,7185
U0825,45,14,8,2,1817,5483
U0826,8,27,18,3,1729,6854
U0827,38,7,6,5,2545,5334
U0828,50,29,7,3,1301,2913
U0829,40,10,9,2,921,3759
U0830,28,30,6,7,2941,2432
U0831,6,28,10,2,1271,5755
U0832,48,5,7,7,2587,7905
U0833,8,3,16,0,2908,3512
U0834,43,14,12,2,2122,5662
U0835,3,29,8,9,1591,7593
U0836,16,13,7,9,2034,2024
U0837,37,10,0,8,1110,3753
U0838,3,22,0,8,2878,2083
U0839,14,27,11,6,1327,7346
U0840,45,27,1,5,941,6597
U0841,40,8,6,0,2864,3755
U0842,23,11,8,3,2226,6569
U0843,41,21,19,6,1003,2067
U0844,31,29,13,5,1882,2819
U0845,0,9,20,2,1977,5588
U0846,10,21,15,0,1011,6099
U0847,5,19,11,8,2760,3071
U0848,0,24,7,4,1016,6030
U0849,47,29,18,7,911,7544
U0850,7,25,10,9,1255,4799
U0851,39,5,15,8,2424,6964
U0852,40,6,0,8,2335,4566
U0853,7,23,8,2,1880,6759
U0854,39,27,16,9,1857,2437
U0855,45,5,16,4,1686,2844
U0856,12,29,18,9,2618,6746
U0857,13,5,8,9,1166,7487
U0858,10,25,11,4,922,5717
U0859,8,21,15,5,910,7716
U0860,11,5,8,9,1666,6173
U0861,25,16,18,3,1505,2847
U0862,42,7,10,8,2659,3201
U0863,17,24,1,7,2692,5349
U0864,50,12,16,4,1485,6210
U0865,35,4,15,10,1389,4160
U0866,0,10,11,5,1281,7944
U0867,28,13,5,10,1386,6619
U0868,46,24,18,3,1708,7993
U0869,29,16,2,1,2400,4473
U0870,16,21,2,7,2264,2795
U0871,17,17,20,8,2547,6774
U0872,44,4,11,4,2450,5928
U0873,35,15,8,6,2080,2696
U0874,6,10,8,1,1091,5082
U0875,17,26,13,5,2786,5996
U0876,13,6,17,1,1109,5734
U0877,37,18,18,6,1784,2143
U0878,16,28,18,1,1289,3919
U0879,21,6,14,1,2441,5845
U0880,44,22,3,5,1843,5079
U0881,22,16,1,5,2829,2847
U0882,9,22,9,9,1391,7749
U0883,16,1,15,0,1444,3146
U0884,26,12,19,3,1648,5339
U0885,30,12,16,7,1625,3919
U0886,19,9,13,3,1039,5614
U0887,50,9,13,3,913,2424
U0888,16,12,1,10,2014,5945
U0889,45,3,11,6,1195,6148
U0890,39,16,3,2,1986,3072
U0891,1,4,3,1,1289,7186
U0892,28,18,9,3,1764,3694
U0893,4,19,16,10,1698,6990
U0894,49,24,11,4,1271,4495
U0895,26,22,10,3,829,3250
U0896,6,19,15,6,2599,2093
U0897,41,11,5,3,976,2866
U0898,24,10,5,2,1443,2188
U0899,37,13,15,7,1488,7564
U0900,46,19,7,7,1687,2959
U0901,19,29,13,1,1790,4817
U0902,41,3,13,5,1400,3916
U0903,31,17,20,10,2709,7146
U0904,44,3,3,10,1681,5478
U0905,45,2,20,0,2375,6533
U0906,34,16,4,8,1019,7773
U0907,11,30,3,2,2832,7319
U0908,50,2,16,3,2471,3409
U0909,32,2,1,10,1479,5202
U0910,39,28,2,6,1499,6463
U0911,35,17,16,9,1486,2448
U0912,46,23,14,7,2791,2628
U0913,38,6,2,10,2251,4960
U0914,31,28,14,2,2542,6665
U0915,30,17,19,10,2924,3671
U0916,8,18,7,9,1494,2983
U0917,17,8,2,6,2488,6353
U0918,0,29,10,5,1550,6499
U0919,24,13,15,3,1499,4254
U0920,31,10,19,0,1665,4534
U0921,14,22,10,10,934,4535
U0922,19,27,7,0,873,4626
U0923,4,20,10,1,1120,4631
U0924,13,5,8,4,2643,4254
U0925,24,24,0,7,1663,6595
U0926,29,17,10,0,805,4466
U0927,4,30,1,7,2877,5882
U0928,31,22,6,0,2874,3835
U0929,0,0,18,0,822,2693
U0930,30,1,4,9,2649,5435
U0931,6,23,13,9,1373,7540
U0932,49,4,6,3,2832,5756
U0933,39,6,18,5,1123,5263
U0934,29,4,17,3,2967,2314
U0935,41,19,4,3,1051,7469
U0936,15,14,7,8,2392,3245
U0937,10,4,19,5,2609,7043
U0938,24,23,12,1,1937,2455
U0939,15,26,12,2,2650,2760
U0940,33,11,3,10,2962,6083
U0941,29,1,7,7,2602,7372
U0942,27,14,10,7,1000,4661
U0943,19,18,4,3,2045,7176
U0944,32,13,1,5,2673,2145
U0945,21,3,10,7,1215,7612
U0946,5,20,0,0,1282,7538
U0947,35,12,17,6,1240,6321
U0948,4,3,3,8,984,3555
U0949,4,15,0,9,2985,7057
U0950,32,18,11,3,2976,6503
U0951,15,10,3,2,2995,4922
U0952,7,15,11,2,1584,3981
U0953,6,8,10,6,1773,6163
U0954,42,30,10,5,941,4736
U0955,17,21,18,0,852,2495
U0956,29,8,5,4,847,6301
U0957,22,30,1,2,1601,6145
U0958,8,27,5,6,835,6110
U0959,14,18,1,7,2659,5302
U0960,37,17,19,8,1621,6165
U0961,25,14,11,0,1825,5691
U0962,44,9,0,10,1954,5560
U0963,22,25,5,2,1303,4705
U0964,36,27,20,10,1569,6553
U0965,5,26,4,8,2600,3312
U0966,9,30,13,4,1010,2045
U0967,48,0,5,2,1907,2398
U0968,35,25,14,6,1859,3999
U0969,10,13,19,8,2766,4468
U0970,10,30,17,1,2767,7853
U0971,28,13,15,4,1863,4580
U0972,28,14,1,1,2323,7099
U0973,40,20,7,6,1909,6854
U0974,16,19,20,7,2915,3233
U0975,11,17,11,1,970,6253
U0976,14,4,12,2,2694,2552
U0977,20,28,17,4,1958,6368
U0978,19,8,18,6,931,4876
U0979,4,7,1,10,2455,5376
U0980,20,17,6,8,1377,2374
U0981,34,7,8,8,1281,2616
U0982,3,8,7,8,808,6048
U0983,45,11,14,2,1613,7710
U0984,27,4,17,7,2107,3503
U0985,4,11,8,2,2800,3272
U0986,39,26,9,8,2494,4736
U0987,0,29,16,6,1868,5800
U0988,21,4,15,0,2479,7642
U0989,11,4,4,10,1867,4859
U0990,46,29,19,3,2612,2556
U0991,38,1,9,3,1209,3840
U0992,38,18,8,1,1176,2214
U0993,48,4,11,5,1047,6773
U0994,32,29,19,2,2758,7208
U0995,35,15,13,8,1362,6285
U0996,1,22,0,9,2141,2945
U0997,45,18,5,2,2698,7574
U0998,31,11,17,5,2270,7143
U0999,15,23,20,1,2288,5740
U1000,11,28,11,0,966,5581
